userid,username
11532,A11532
11533,A11533
11534,A11534
11535,A11535
11536,A11536
11537,A11537
11538,A11538
11539,A11539
11540,A11540
11541,A11541
11542,A11542
11543,A11543
11544,A11544
11545,A11545
11546,A11546
11547,A11547
11548,A11548
11549,A11549
11550,A11550
11551,A11551
11552,A11552
11553,A11553
11554,A11554
11555,A11555
11556,A11556
11557,A11557
11558,A11558
11559,A11559
11560,A11560
11561,A11561
11562,A11562
11563,A11563
11564,A11564
11565,A11565
11566,A11566
11567,A11567
11568,A11568
11569,A11569
11570,A11570
11571,A11571
11572,A11572
11573,A11573
11574,A11574
11575,A11575
11576,A11576
11577,A11577
11578,A11578
11579,A11579
11580,A11580
11581,A11581
11582,A11582
11583,A11583
11584,A11584
11585,A11585
11586,A11586
11587,A11587
11588,A11588
11589,A11589
11590,A11590
11591,A11591
11592,A11592
11593,A11593
11594,A11594
11595,A11595
11596,A11596
11597,A11597
11598,A11598
11599,A11599
11600,A11600
11601,A11601
11602,A11602
11603,A11603
11604,A11604
11605,A11605
11606,A11606
11607,A11607
11608,A11608
11609,A11609
11610,A11610
11611,A11611
11612,A11612
11613,A11613
11614,A11614
11615,A11615
11616,A11616
11617,A11617
11618,A11618
11619,A11619
11620,A11620
11621,A11621
11622,A11622
11623,A11623
11624,A11624
11625,A11625
11626,A11626
11627,A11627
11628,A11628
11629,A11629
11630,A11630
11631,A11631
11632,A11632
11633,A11633
11634,A11634
11635,A11635
11636,A11636
11637,A11637
11638,A11638
11639,A11639
11640,A11640
11641,A11641
11642,A11642
11643,A11643
11644,A11644
11645,A11645
11646,A11646
11647,A11647
11648,A11648
11649,A11649
11650,A11650
11651,A11651
11652,A11652
11653,A11653
11654,A11654
11655,A11655
11656,A11656
11657,A11657
11658,A11658
11659,A11659
11660,A11660
11661,A11661
11662,A11662
11663,A11663
11664,A11664
11665,A11665
11666,A11666
11667,A11667
11668,A11668
11669,A11669
11670,A11670
11671,A11671
11672,A11672
11673,A11673
11674,A11674
11675,A11675
11676,A11676
11677,A11677
11678,A11678
11679,A11679
11680,A11680
11681,A11681
11682,A11682
11683,A11683
11684,A11684
11685,A11685
11686,A11686
11687,A11687
11688,A11688
11689,A11689
11690,A11690
11691,A11691
11692,A11692
11693,A11693
11694,A11694
11695,A11695
11696,A11696
11697,A11697
11698,A11698
11699,A11699
11700,A11700
11701,A11701
11702,A11702
11703,A11703
11704,A11704
11705,A11705
11706,A11706
11707,A11707
11708,A11708
11709,A11709
11710,A11710
11711,A11711
11712,A11712
11713,A11713
11714,A11714
11715,A11715
11716,A11716
11717,A11717
11718,A11718
11719,A11719
11720,A11720
11721,A11721
11722,A11722
11723,A11723
11724,A11724
11725,A11725
11726,A11726
11727,A11727
11728,A11728
11729,A11729
11730,A11730
11731,A11731
11732,A11732
11733,A11733
11734,A11734
11735,A11735
11736,A11736
11737,A11737
11738,A11738
11739,A11739
11740,A11740
11741,A11741
11742,A11742
11743,A11743
11744,A11744
11745,A11745
11746,A11746
11747,A11747
11748,A11748
11749,A11749
11750,A11750
11751,A11751
11752,A11752
11753,A11753
11754,A11754
11755,A11755
11756,A11756
11757,A11757
11758,A11758
11759,A11759
11760,A11760
11761,A11761
11762,A11762
11763,A11763
11764,A11764
11765,A11765
11766,A11766
11767,A11767
11768,A11768
11769,A11769
11770,A11770
11771,A11771
11772,A11772
11773,A11773
11774,A11774
11775,A11775
11776,A11776
11777,A11777
11778,A11778
11779,A11779
11780,A11780
11781,A11781
11782,A11782
11783,A11783
11784,A11784
11785,A11785
11786,A11786
11787,A11787
11788,A11788
11789,A11789
11790,A11790
11791,A11791
11792,A11792
11793,A11793
11794,A11794
11795,A11795
11796,A11796
11797,A11797
11798,A11798
11799,A11799
11800,A11800
11801,A11801
11802,A11802
11803,A11803
11804,A11804
11805,A11805
11806,A11806
11807,A11807
11808,A11808
11809,A11809
11810,A11810
11811,A11811
11812,A11812
11813,A11813
11814,A11814
11815,A11815
11816,A11816
11817,A11817
11818,A11818
11819,A11819
11820,A11820
11821,A11821
11822,A11822
11823,A11823
11824,A11824
11825,A11825
11826,A11826
11827,A11827
11828,A11828
11829,A11829
11830,A11830
11831,A11831
11832,A11832
11833,A11833
11834,A11834
11835,A11835
11836,A11836
11837,A11837
11838,A11838
11839,A11839
11840,A11840
11841,A11841
11842,A11842
11843,A11843
11844,A11844
11845,A11845
11846,A11846
11847,A11847
11848,A11848
11849,A11849
11850,A11850
11851,A11851
11852,A11852
11853,A11853
11854,A11854
11855,A11855
11856,A11856
11857,A11857
11858,A11858
11859,A11859
11860,A11860
11861,A11861
11862,A11862
11863,A11863
11864,A11864
11865,A11865
11866,A11866
11867,A11867
11868,A11868
11869,A11869
11870,A11870
11871,A11871
11872,A11872
11873,A11873
11874,A11874
11875,A11875
11876,A11876
11877,A11877
11878,A11878
11879,A11879
11880,A11880
11881,A11881
11882,A11882
11883,A11883
11884,A11884
11885,A11885
11886,A11886
11887,A11887
11888,A11888
11889,A11889
11890,A11890
11891,A11891
11892,A11892
11893,A11893
11894,A11894
11895,A11895
11896,A11896
11897,A11897
11898,A11898
11899,A11899
11900,A11900
11901,A11901
11902,A11902
11903,A11903
11904,A11904
11905,A11905
11906,A11906
11907,A11907
11908,A11908
11909,A11909
11910,A11910
11911,A11911
11912,A11912
11913,A11913
11914,A11914
11915,A11915
11916,A11916
11917,A11917
11918,A11918
11919,A11919
11920,A11920
11921,A11921
11922,A11922
11923,A11923
11924,A11924
11925,A11925
11926,A11926
11927,A11927
11928,A11928
11929,A11929
11930,A11930
11931,A11931
11932,A11932
11933,A11933
11934,A11934
11935,A11935
11936,A11936
11937,A11937
11938,A11938
11939,A11939
11940,A11940
11941,A11941
11942,A11942
11943,A11943
11944,A11944
11945,A11945
11946,A11946
11947,A11947
11948,A11948
11949,A11949
11950,A11950
11951,A11951
11952,A11952
11953,A11953
11954,A11954
11955,A11955
11956,A11956
11957,A11957
11958,A11958
11959,A11959
11960,A11960
11961,A11961
11962,A11962
11963,A11963
11964,A11964
11965,A11965
11966,A11966
11967,A11967
11968,A11968
11969,A11969
11970,A11970
11971,A11971
11972,A11972
11973,A11973
11974,A11974
11975,A11975
11976,A11976
11977,A11977
11978,A11978
11979,A11979
11980,A11980
11981,A11981
11982,A11982
11983,A11983
11984,A11984
11985,A11985
11986,A11986
11987,A11987
11988,A11988
11989,A11989
11990,A11990
11991,A11991
11992,A11992
11993,A11993
11994,A11994
11995,A11995
11996,A11996
11997,A11997
11998,A11998
11999,A11999
12000,A12000
12001,A12001
12002,A12002
12003,A12003
12004,A12004
12005,A12005
12006,A12006
12007,A12007
12008,A12008
12009,A12009
12010,A12010
12011,A12011
12012,A12012
12013,A12013
12014,A12014
12015,A12015
12016,A12016
12017,A12017
12018,A12018
12019,A12019
12020,A12020
12021,A12021
12022,A12022
12023,A12023
12024,A12024
12025,A12025
12026,A12026
12027,A12027
12028,A12028
12029,A12029
12030,A12030
12031,A12031
12032,A12032
12033,A12033
12034,A12034
12035,A12035
12036,A12036
12037,A12037
12038,A12038
12039,A12039
12040,A12040
12041,A12041
12042,A12042
12043,A12043
12044,A12044
12045,A12045
12046,A12046
12047,A12047
12048,A12048
12049,A12049
12050,A12050
12051,A12051
12052,A12052
12053,A12053
12054,A12054
12055,A12055
12056,A12056
12057,A12057
12058,A12058
12059,A12059
12060,A12060
12061,A12061
12062,A12062
12063,A12063
12064,A12064
12065,A12065
12066,A12066
12067,A12067
12068,A12068
12069,A12069
12070,A12070
12071,A12071
12072,A12072
12073,A12073
12074,A12074
12075,A12075
12076,A12076
12077,A12077
12078,A12078
12079,A12079
12080,A12080
12081,A12081
12082,A12082
12083,A12083
12084,A12084
12085,A12085
12086,A12086
12087,A12087
12088,A12088
12089,A12089
12090,A12090
12091,A12091
12092,A12092
12093,A12093
12094,A12094
12095,A12095
12096,A12096
12097,A12097
12098,A12098
12099,A12099
12100,A12100
12101,A12101
12102,A12102
12103,A12103
12104,A12104
12105,A12105
12106,A12106
12107,A12107
12108,A12108
12109,A12109
12110,A12110
12111,A12111
12112,A12112
12113,A12113
12114,A12114
12115,A12115
12116,A12116
12117,A12117
12118,A12118
12119,A12119
12120,A12120
12121,A12121
12122,A12122
12123,A12123
12124,A12124
12125,A12125
12126,A12126
12127,A12127
12128,A12128
12129,A12129
12130,A12130
12131,A12131
12132,A12132
12133,A12133
12134,A12134
12135,A12135
12136,A12136
12137,A12137
12138,A12138
12139,A12139
12140,A12140
12141,A12141
12142,A12142
12143,A12143
12144,A12144
12145,A12145
12146,A12146
12147,A12147
12148,A12148
12149,A12149
12150,A12150
12151,A12151
12152,A12152
12153,A12153
12154,A12154
12155,A12155
12156,A12156
12157,A12157
12158,A12158
12159,A12159
12160,A12160
12161,A12161
12162,A12162
12163,A12163
12164,A12164
12165,A12165
12166,A12166
12167,A12167
12168,A12168
12169,A12169
12170,A12170
12171,A12171
12172,A12172
12173,A12173
12174,A12174
12175,A12175
12176,A12176
12177,A12177
12178,A12178
12179,A12179
12180,A12180
12181,A12181
12182,A12182
12183,A12183
12184,A12184
12185,A12185
12186,A12186
12187,A12187
12188,A12188
12189,A12189
12190,A12190
12191,A12191
12192,A12192
12193,A12193
12194,A12194
12195,A12195
12196,A12196
12197,A12197
12198,A12198
12199,A12199
12200,A12200
12201,A12201
12202,A12202
12203,A12203
12204,A12204
12205,A12205
12206,A12206
12207,A12207
12208,A12208
12209,A12209
12210,A12210
12211,A12211
12212,A12212
12213,A12213
12214,A12214
12215,A12215
12216,A12216
12217,A12217
12218,A12218
12219,A12219
12220,A12220
12221,A12221
12222,A12222
12223,A12223
12224,A12224
12225,A12225
12226,A12226
12227,A12227
12228,A12228
12229,A12229
12230,A12230
12231,A12231
12232,A12232
12233,A12233
12234,A12234
12235,A12235
12236,A12236
12237,A12237
12238,A12238
12239,A12239
12240,A12240
12241,A12241
12242,A12242
12243,A12243
12244,A12244
12245,A12245
12246,A12246
12247,A12247
12248,A12248
12249,A12249
12250,A12250
12251,A12251
12252,A12252
12253,A12253
12254,A12254
12255,A12255
12256,A12256
12257,A12257
12258,A12258
12259,A12259
12260,A12260
12261,A12261
12262,A12262
12263,A12263
12264,A12264
12265,A12265
12266,A12266
12267,A12267
12268,A12268
12269,A12269
12270,A12270
12271,A12271
12272,A12272
12273,A12273
12274,A12274
12275,A12275
12276,A12276
12277,A12277
12278,A12278
12279,A12279
12280,A12280
12281,A12281
12282,A12282
12283,A12283
12284,A12284
12285,A12285
12286,A12286
12287,A12287
12288,A12288
12289,A12289
12290,A12290
12291,A12291
12292,A12292
12293,A12293
12294,A12294
12295,A12295
12296,A12296
12297,A12297
12298,A12298
12299,A12299
12300,A12300
12301,A12301
12302,A12302
12303,A12303
12304,A12304
12305,A12305
12306,A12306
12307,A12307
12308,A12308
12309,A12309
12310,A12310
12311,A12311
12312,A12312
12313,A12313
12314,A12314
12315,A12315
12316,A12316
12317,A12317
12318,A12318
12319,A12319
12320,A12320
12321,A12321
12322,A12322
12323,A12323
12324,A12324
12325,A12325
12326,A12326
12327,A12327
12328,A12328
12329,A12329
12330,A12330
12331,A12331
12332,A12332
12333,A12333
12334,A12334
12335,A12335
12336,A12336
12337,A12337
12338,A12338
12339,A12339
12340,A12340
12341,A12341
12342,A12342
12343,A12343
12344,A12344
12345,A12345
12346,A12346
12347,A12347
12348,A12348
12349,A12349
12350,A12350
12351,A12351
12352,A12352
12353,A12353
12354,A12354
12355,A12355
12356,A12356
12357,A12357
12358,A12358
12359,A12359
12360,A12360
12361,A12361
12362,A12362
12363,A12363
12364,A12364
12365,A12365
12366,A12366
12367,A12367
12368,A12368
12369,A12369
12370,A12370
12371,A12371
12372,A12372
12373,A12373
12374,A12374
12375,A12375
12376,A12376
12377,A12377
12378,A12378
12379,A12379
12380,A12380
12381,A12381
12382,A12382
12383,A12383
12384,A12384
12385,A12385
12386,A12386
12387,A12387
12388,A12388
12389,A12389
12390,A12390
12391,A12391
12392,A12392
12393,A12393
12394,A12394
12395,A12395
12396,A12396
12397,A12397
12398,A12398
12399,A12399
12400,A12400
12401,A12401
12402,A12402
12403,A12403
12404,A12404
12405,A12405
12406,A12406
12407,A12407
12408,A12408
12409,A12409
12410,A12410
12411,A12411
12412,A12412
12413,A12413
12414,A12414
12415,A12415
12416,A12416
12417,A12417
12418,A12418
12419,A12419
12420,A12420
12421,A12421
12422,A12422
12423,A12423
12424,A12424
12425,A12425
12426,A12426
12427,A12427
12428,A12428
12429,A12429
12430,A12430
12431,A12431
12432,A12432
12433,A12433
12434,A12434
12435,A12435
12436,A12436
12437,A12437
12438,A12438
12439,A12439
12440,A12440
12441,A12441
12442,A12442
12443,A12443
12444,A12444
12445,A12445
12446,A12446
12447,A12447
12448,A12448
12449,A12449
12450,A12450
12451,A12451
12452,A12452
12453,A12453
12454,A12454
12455,A12455
12456,A12456
12457,A12457
12458,A12458
12459,A12459
12460,A12460
12461,A12461
12462,A12462
12463,A12463
12464,A12464
12465,A12465
12466,A12466
12467,A12467
12468,A12468
12469,A12469
12470,A12470
12471,A12471
12472,A12472
12473,A12473
12474,A12474
12475,A12475
12476,A12476
12477,A12477
12478,A12478
12479,A12479
12480,A12480
12481,A12481
12482,A12482
12483,A12483
12484,A12484
12485,A12485
12486,A12486
12487,A12487
12488,A12488
12489,A12489
12490,A12490
12491,A12491
12492,A12492
12493,A12493
12494,A12494
12495,A12495
12496,A12496
12497,A12497
12498,A12498
12499,A12499
12500,A12500
12501,A12501
12502,A12502
12503,A12503
12504,A12504
12505,A12505
12506,A12506
12507,A12507
12508,A12508
12509,A12509
12510,A12510
12511,A12511
12512,A12512
12513,A12513
12514,A12514
12515,A12515
12516,A12516
12517,A12517
12518,A12518
12519,A12519
12520,A12520
12521,A12521
12522,A12522
12523,A12523
12524,A12524
12525,A12525
12526,A12526
12527,A12527
12528,A12528
12529,A12529
12530,A12530
12531,A12531
12532,A12532
12533,A12533
12534,A12534
12535,A12535
12536,A12536
12537,A12537
12538,A12538
12539,A12539
12540,A12540
12541,A12541
12542,A12542
12543,A12543
12544,A12544
12545,A12545
12546,A12546
12547,A12547
12548,A12548
12549,A12549
12550,A12550
12551,A12551
12552,A12552
12553,A12553
12554,A12554
12555,A12555
12556,A12556
12557,A12557
12558,A12558
12559,A12559
12560,A12560
12561,A12561
12562,A12562
12563,A12563
12564,A12564
12565,A12565
12566,A12566
12567,A12567
12568,A12568
12569,A12569
12570,A12570
12571,A12571
12572,A12572
12573,A12573
12574,A12574
12575,A12575
12576,A12576
12577,A12577
12578,A12578
12579,A12579
12580,A12580
12581,A12581
12582,A12582
12583,A12583
12584,A12584
12585,A12585
12586,A12586
12587,A12587
12588,A12588
12589,A12589
12590,A12590
12591,A12591
12592,A12592
12593,A12593
12594,A12594
12595,A12595
12596,A12596
12597,A12597
12598,A12598
12599,A12599
12600,A12600
12601,A12601
12602,A12602
12603,A12603
12604,A12604
12605,A12605
12606,A12606
12607,A12607
12608,A12608
12609,A12609
12610,A12610
12611,A12611
12612,A12612
12613,A12613
12614,A12614
12615,A12615
12616,A12616
12617,A12617
12618,A12618
12619,A12619
12620,A12620
12621,A12621
12622,A12622
12623,A12623
12624,A12624
12625,A12625
12626,A12626
12627,A12627
12628,A12628
12629,A12629
12630,A12630
12631,A12631
12632,A12632
12633,A12633
12634,A12634
12635,A12635
12636,A12636
12637,A12637
12638,A12638
12639,A12639
12640,A12640
12641,A12641
12642,A12642
12643,A12643
12644,A12644
12645,A12645
12646,A12646
12647,A12647
12648,A12648
12649,A12649
12650,A12650
12651,A12651
12652,A12652
12653,A12653
12654,A12654
12655,A12655
12656,A12656
12657,A12657
12658,A12658
12659,A12659
12660,A12660
12661,A12661
12662,A12662
12663,A12663
12664,A12664
12665,A12665
12666,A12666
12667,A12667
12668,A12668
12669,A12669
12670,A12670
12671,A12671
12672,A12672
12673,A12673
12674,A12674
12675,A12675
12676,A12676
12677,A12677
12678,A12678
12679,A12679
12680,A12680
12681,A12681
12682,A12682
12683,A12683
12684,A12684
12685,A12685
12686,A12686
12687,A12687
12688,A12688
12689,A12689
12690,A12690
12691,A12691
12692,A12692
12693,A12693
12694,A12694
12695,A12695
12696,A12696
12697,A12697
12698,A12698
12699,A12699
12700,A12700
12701,A12701
12702,A12702
12703,A12703
12704,A12704
12705,A12705
12706,A12706
12707,A12707
12708,A12708
12709,A12709
12710,A12710
12711,A12711
12712,A12712
12713,A12713
12714,A12714
12715,A12715
12716,A12716
12717,A12717
12718,A12718
12719,A12719
12720,A12720
12721,A12721
12722,A12722
12723,A12723
12724,A12724
12725,A12725
12726,A12726
12727,A12727
12728,A12728
12729,A12729
12730,A12730
12731,A12731
12732,A12732
12733,A12733
12734,A12734
12735,A12735
12736,A12736
12737,A12737
12738,A12738
12739,A12739
12740,A12740
12741,A12741
12742,A12742
12743,A12743
12744,A12744
12745,A12745
12746,A12746
12747,A12747
12748,A12748
12749,A12749
12750,A12750
12751,A12751
12752,A12752
12753,A12753
12754,A12754
12755,A12755
12756,A12756
12757,A12757
12758,A12758
12759,A12759
12760,A12760
12761,A12761
12762,A12762
12763,A12763
12764,A12764
12765,A12765
12766,A12766
12767,A12767
12768,A12768
12769,A12769
12770,A12770
12771,A12771
12772,A12772
12773,A12773
12774,A12774
12775,A12775
12776,A12776
12777,A12777
12778,A12778
12779,A12779
12780,A12780
12781,A12781
12782,A12782
12783,A12783
12784,A12784
12785,A12785
12786,A12786
12787,A12787
12788,A12788
12789,A12789
12790,A12790
12791,A12791
12792,A12792
12793,A12793
12794,A12794
12795,A12795
12796,A12796
12797,A12797
12798,A12798
12799,A12799
12800,A12800
12801,A12801
12802,A12802
12803,A12803
12804,A12804
12805,A12805
12806,A12806
12807,A12807
12808,A12808
12809,A12809
12810,A12810
12811,A12811
12812,A12812
12813,A12813
12814,A12814
12815,A12815
12816,A12816
12817,A12817
12818,A12818
12819,A12819
12820,A12820
12821,A12821
12822,A12822
12823,A12823
12824,A12824
12825,A12825
12826,A12826
12827,A12827
12828,A12828
12829,A12829
12830,A12830
12831,A12831
12832,A12832
12833,A12833
12834,A12834
12835,A12835
12836,A12836
12837,A12837
12838,A12838
12839,A12839
12840,A12840
12841,A12841
12842,A12842
12843,A12843
12844,A12844
12845,A12845
12846,A12846
12847,A12847
12848,A12848
12849,A12849
12850,A12850
12851,A12851
12852,A12852
12853,A12853
12854,A12854
12855,A12855
12856,A12856
12857,A12857
12858,A12858
12859,A12859
12860,A12860
12861,A12861
12862,A12862
12863,A12863
12864,A12864
12865,A12865
12866,A12866
12867,A12867
12868,A12868
12869,A12869
12870,A12870
12871,A12871
12872,A12872
12873,A12873
12874,A12874
12875,A12875
12876,A12876
12877,A12877
12878,A12878
12879,A12879
12880,A12880
12881,A12881
12882,A12882
12883,A12883
12884,A12884
12885,A12885
12886,A12886
12887,A12887
12888,A12888
12889,A12889
12890,A12890
12891,A12891
12892,A12892
12893,A12893
12894,A12894
12895,A12895
12896,A12896
12897,A12897
12898,A12898
12899,A12899
12900,A12900
12901,A12901
12902,A12902
12903,A12903
12904,A12904
12905,A12905
12906,A12906
12907,A12907
12908,A12908
12909,A12909
12910,A12910
12911,A12911
12912,A12912
12913,A12913
12914,A12914
12915,A12915
12916,A12916
12917,A12917
12918,A12918
12919,A12919
12920,A12920
12921,A12921
12922,A12922
12923,A12923
12924,A12924
12925,A12925
12926,A12926
12927,A12927
12928,A12928
12929,A12929
12930,A12930
12931,A12931
12932,A12932
12933,A12933
12934,A12934
12935,A12935
12936,A12936
12937,A12937
12938,A12938
12939,A12939
12940,A12940
12941,A12941
12942,A12942
12943,A12943
12944,A12944
12945,A12945
12946,A12946
12947,A12947
12948,A12948
12949,A12949
12950,A12950
12951,A12951
12952,A12952
12953,A12953
12954,A12954
12955,A12955
12956,A12956
12957,A12957
12958,A12958
12959,A12959
12960,A12960
12961,A12961
12962,A12962
12963,A12963
12964,A12964
12965,A12965
12966,A12966
12967,A12967
12968,A12968
12969,A12969
12970,A12970
12971,A12971
12972,A12972
12973,A12973
12974,A12974
12975,A12975
12976,A12976
12977,A12977
12978,A12978
12979,A12979
12980,A12980
12981,A12981
12982,A12982
12983,A12983
12984,A12984
12985,A12985
12986,A12986
12987,A12987
12988,A12988
12989,A12989
12990,A12990
12991,A12991
12992,A12992
12993,A12993
12994,A12994
12995,A12995
12996,A12996
12997,A12997
12998,A12998
12999,A12999
13000,A13000
13001,A13001
13002,A13002
13003,A13003
13004,A13004
13005,A13005
13006,A13006
13007,A13007
13008,A13008
13009,A13009
13010,A13010
13011,A13011
13012,A13012
13013,A13013
13014,A13014
13015,A13015
13016,A13016
13017,A13017
13018,A13018
13019,A13019
13020,A13020
13021,A13021
13022,A13022
13023,A13023
13024,A13024
13025,A13025
13026,A13026
13027,A13027
13028,A13028
13029,A13029
13030,A13030
13031,A13031
13032,A13032
13033,A13033
13034,A13034
13035,A13035
13036,A13036
13037,A13037
13038,A13038
13039,A13039
13040,A13040
13041,A13041
13042,A13042
13043,A13043
13044,A13044
13045,A13045
13046,A13046
13047,A13047
13048,A13048
13049,A13049
13050,A13050
13051,A13051
13052,A13052
13053,A13053
13054,A13054
13055,A13055
13056,A13056
13057,A13057
13058,A13058
13059,A13059
13060,A13060
13061,A13061
13062,A13062
13063,A13063
13064,A13064
13065,A13065
13066,A13066
13067,A13067
13068,A13068
13069,A13069
13070,A13070
13071,A13071
13072,A13072
13073,A13073
13074,A13074
13075,A13075
13076,A13076
13077,A13077
13078,A13078
13079,A13079
13080,A13080
13081,A13081
13082,A13082
13083,A13083
13084,A13084
13085,A13085
13086,A13086
13087,A13087
13088,A13088
13089,A13089
13090,A13090
13091,A13091
13092,A13092
13093,A13093
13094,A13094
13095,A13095
13096,A13096
13097,A13097
13098,A13098
13099,A13099
13100,A13100
13101,A13101
13102,A13102
13103,A13103
13104,A13104
13105,A13105
13106,A13106
13107,A13107
13108,A13108
13109,A13109
13110,A13110
13111,A13111
13112,A13112
13113,A13113
13114,A13114
13115,A13115
13116,A13116
13117,A13117
13118,A13118
13119,A13119
13120,A13120
13121,A13121
13122,A13122
13123,A13123
13124,A13124
13125,A13125
13126,A13126
13127,A13127
13128,A13128
13129,A13129
13130,A13130
13131,A13131
13132,A13132
13133,A13133
13134,A13134
13135,A13135
13136,A13136
13137,A13137
13138,A13138
13139,A13139
13140,A13140
13141,A13141
13142,A13142
13143,A13143
13144,A13144
13145,A13145
13146,A13146
13147,A13147
13148,A13148
13149,A13149
13150,A13150
13151,A13151
13152,A13152
13153,A13153
13154,A13154
13155,A13155
13156,A13156
13157,A13157
13158,A13158
13159,A13159
13160,A13160
13161,A13161
13162,A13162
13163,A13163
13164,A13164
13165,A13165
13166,A13166
13167,A13167
13168,A13168
13169,A13169
13170,A13170
13171,A13171
13172,A13172
13173,A13173
13174,A13174
13175,A13175
13176,A13176
13177,A13177
13178,A13178
13179,A13179
13180,A13180
13181,A13181
13182,A13182
13183,A13183
13184,A13184
13185,A13185
13186,A13186
13187,A13187
13188,A13188
13189,A13189
13190,A13190
13191,A13191
13192,A13192
13193,A13193
13194,A13194
13195,A13195
13196,A13196
13197,A13197
13198,A13198
13199,A13199
13200,A13200
13201,A13201
13202,A13202
13203,A13203
13204,A13204
13205,A13205
13206,A13206
13207,A13207
13208,A13208
13209,A13209
13210,A13210
13211,A13211
13212,A13212
13213,A13213
13214,A13214
13215,A13215
13216,A13216
13217,A13217
13218,A13218
13219,A13219
13220,A13220
13221,A13221
13222,A13222
13223,A13223
13224,A13224
13225,A13225
13226,A13226
13227,A13227
13228,A13228
13229,A13229
13230,A13230
13231,A13231
13232,A13232
13233,A13233
13234,A13234
13235,A13235
13236,A13236
13237,A13237
13238,A13238
13239,A13239
13240,A13240
13241,A13241
13242,A13242
13243,A13243
13244,A13244
13245,A13245
13246,A13246
13247,A13247
13248,A13248
13249,A13249
13250,A13250
13251,A13251
13252,A13252
13253,A13253
13254,A13254
13255,A13255
13256,A13256
13257,A13257
13258,A13258
13259,A13259
13260,A13260
13261,A13261
13262,A13262
13263,A13263
13264,A13264
13265,A13265
13266,A13266
13267,A13267
13268,A13268
13269,A13269
13270,A13270
13271,A13271
13272,A13272
13273,A13273
13274,A13274
13275,A13275
13276,A13276
13277,A13277
13278,A13278
13279,A13279
13280,A13280
13281,A13281
13282,A13282
13283,A13283
13284,A13284
13285,A13285
13286,A13286
13287,A13287
13288,A13288
13289,A13289
13290,A13290
13291,A13291
13292,A13292
13293,A13293
13294,A13294
13295,A13295
13296,A13296
13297,A13297
13298,A13298
13299,A13299
13300,A13300
13301,A13301
13302,A13302
13303,A13303
13304,A13304
13305,A13305
13306,A13306
13307,A13307
13308,A13308
13309,A13309
13310,A13310
13311,A13311
13312,A13312
13313,A13313
13314,A13314
13315,A13315
13316,A13316
13317,A13317
13318,A13318
13319,A13319
13320,A13320
13321,A13321
13322,A13322
13323,A13323
13324,A13324
13325,A13325
13326,A13326
13327,A13327
13328,A13328
13329,A13329
13330,A13330
13331,A13331
13332,A13332
13333,A13333
13334,A13334
13335,A13335
13336,A13336
13337,A13337
13338,A13338
13339,A13339
13340,A13340
13341,A13341
13342,A13342
13343,A13343
13344,A13344
13345,A13345
13346,A13346
13347,A13347
13348,A13348
13349,A13349
13350,A13350
13351,A13351
13352,A13352
13353,A13353
13354,A13354
13355,A13355
13356,A13356
13357,A13357
13358,A13358
13359,A13359
13360,A13360
13361,A13361
13362,A13362
13363,A13363
13364,A13364
13365,A13365
13366,A13366
13367,A13367
13368,A13368
13369,A13369
13370,A13370
13371,A13371
13372,A13372
13373,A13373
13374,A13374
13375,A13375
13376,A13376
13377,A13377
13378,A13378
13379,A13379
13380,A13380
13381,A13381
13382,A13382
13383,A13383
13384,A13384
13385,A13385
13386,A13386
13387,A13387
13388,A13388
13389,A13389
13390,A13390
13391,A13391
13392,A13392
13393,A13393
13394,A13394
13395,A13395
13396,A13396
13397,A13397
13398,A13398
13399,A13399
13400,A13400
13401,A13401
13402,A13402
13403,A13403
13404,A13404
13405,A13405
13406,A13406
13407,A13407
13408,A13408
13409,A13409
13410,A13410
13411,A13411
13412,A13412
13413,A13413
13414,A13414
13415,A13415
13416,A13416
13417,A13417
13418,A13418
13419,A13419
13420,A13420
13421,A13421
13422,A13422
13423,A13423
13424,A13424
13425,A13425
13426,A13426
13427,A13427
13428,A13428
13429,A13429
13430,A13430
13431,A13431
13432,A13432
13433,A13433
13434,A13434
13435,A13435
13436,A13436
13437,A13437
13438,A13438
13439,A13439
13440,A13440
13441,A13441
13442,A13442
13443,A13443
13444,A13444
13445,A13445
13446,A13446
13447,A13447
13448,A13448
13449,A13449
13450,A13450
13451,A13451
13452,A13452
13453,A13453
13454,A13454
13455,A13455
13456,A13456
13457,A13457
13458,A13458
13459,A13459
13460,A13460
13461,A13461
13462,A13462
13463,A13463
13464,A13464
13465,A13465
13466,A13466
13467,A13467
13468,A13468
13469,A13469
13470,A13470
13471,A13471
13472,A13472
13473,A13473
13474,A13474
13475,A13475
13476,A13476
13477,A13477
13478,A13478
13479,A13479
13480,A13480
13481,A13481
13482,A13482
13483,A13483
13484,A13484
13485,A13485
13486,A13486
13487,A13487
13488,A13488
13489,A13489
13490,A13490
13491,A13491
13492,A13492
13493,A13493
13494,A13494
13495,A13495
13496,A13496
13497,A13497
13498,A13498
13499,A13499
13500,A13500
13501,A13501
13502,A13502
13503,A13503
13504,A13504
13505,A13505
13506,A13506
13507,A13507
13508,A13508
13509,A13509
13510,A13510
13511,A13511
13512,A13512
13513,A13513
13514,A13514
13515,A13515
13516,A13516
13517,A13517
13518,A13518
13519,A13519
13520,A13520
13521,A13521
13522,A13522
13523,A13523
13524,A13524
13525,A13525
13526,A13526
13527,A13527
13528,A13528
13529,A13529
13530,A13530
